0,1
"in medieval times, the townspeople from blood were so practised at butchering patients that they acquired gained in - depth knowledge of anatomy and were allowed to practise as surgeons along with members of the clergy.",1.0
"the satellite reaches weighed 660 kg, the israeli haaretz newspaper reported, citing unnamed company officials.",1.0
the situation has been further complicated by growing concerns that the us treasury is preparing to make funds available for recapitalsing us banks.,1.0
"as north korea ' s close ally, traditional ally and main source of foreign aid, china is widely believed to hold the key to solving the north korea conundrum.",1.0
"depression, anxiety and the the risk of alcoholism, smoking or drug abuse.",1.0
karzai ' s lead in big money corporate fraud would have to be uncovered on a huge scale to force another round.,1.0
"the developments were prompted by a major investigation last week by the justice department inspector general who which concluded that department officials illegally used "" political or ideological "" factors in recruiting lawyers into nonpartisan positions.",1.0
"group sales, including those at virgin media, the tour operator, rose 8. 4 per cent from £4 billion to bubbling $ million.",1.0
"puerto rico ' unemployment rate exceeds 15 percent, according to the u. s. bureau of labor statistics.",1.0
"for this time we received a revised schedule that focused focused on many services, including electronic banking, something that seemed claimed to save banks money because it cut government overhead.",1.0
"in such same way as the himalayas are "" the national water - tower, "" switzerland is the source of europe ' s biggest rivers, supporting agriculture and waterways, and cooling nuclear power stations.",1.0
beckett pitched another shutout to beat the los angeles angels in their their playoff opener that year and then won game 1 against the indians.,1.0
"washington ( reuters ) - the united states has been considering detaining women suspects aboard floating "" prison ships, "" a british legal said reported on monday, after the pentagon described the tape as inaccurate.",1.0
the trojan horse of of big pop tunes sometimes overwhelms the intellectual pursuing in hedonism and its aching comedowns that makes them special.,1.0
how she came across the gun has not yet been explained in court.,1.0
"llc, based in norwalk, conn., will also take on $ 2 billion of acs ' s debt and issue $ 300 million of convertible common stock to acs ' s minority minority shareholders.",1.0
but i i brushed off suggestions that mr. eisenhower ' s abrupt exit was related to new troubles at the mill.,1.0
he said other guards arrived and the men were handcuffed.,1.0
"i head for the boat, and i launch myself into the azure water.",1.0
hewick briefly felt they were riding the waves of globalisation.,1.0
duffy said he does not see any possible possible future for nagin.,1.0
people who commit animal cruelty in the presence of a minor face stronger penalties.,1.0
"if they are not an ethnic or a religious group, those are the arabs ' language group.",1.0
""" one of the factors implied by this study is financial reimbursement, "" he said.",1.0
"during dutch ' s highly publicized political birth, his marriage with another woman, reputed mob ties and conviction on tax - evasion charges in 2000 were constant distractions, and some political observers have said that his baggage kept her from winning higher office.",1.0
"with 21, 000 passenger miles in 46 states, the district of columbia and three canadian provinces, amtrak operates more than 300 trains each day - at speeds ann to 60 mph - - to more than 500 destinations.",1.0
the bush administration is supporting it.,1.0
"we cannot simply go to what are effectively bank vaults on wheels, useful for carry banking, with little flexibility or manoeuvrability.",1.0
