0,1
"in medieval times, the townspeople from the were so practised at butchering correctly that they acquired gained in - depth knowledge of anatomy and were allowed to practise as surgeons along with members of the clergy.",1.0
"the satellite was weighed 660 kg, the israeli haaretz newspaper reported, citing unnamed company officials.",1.0
the situation has been further complicated by growing concerns that the us treasury is preparing to make funds available for recapitalsing us banks.,1.0
"as north korea ' s close ally, traditional ally and main source of foreign aid, china is widely believed to hold the key to solving the north korea conundrum.",1.0
"depression, anxiety and the the risk of alcoholism, smoking or drug abuse.",1.0
karzai ' s lead in big money corporate fraud would have to be uncovered on a huge scale to force another round.,1.0
"the developments were prompted by a major investigation last week by the justice department inspector general who which concluded that department officials illegally used "" political or ideological "" factors in recruiting lawyers into nonpartisan positions.",1.0
"group sales, including those at virgin media, the tour operator, rose 8. 4 per cent from £4 billion to $ $ million.",1.0
"puerto rico ' unemployment rate exceeds 15 percent, according to the u. s. bureau of labor statistics.",1.0
"for this time we received a revised schedule that focused focused on many services, including electronic banking, something that seemed seemed to save banks money because it cut government overhead.",1.0
"in such same way as the himalayas are "" the if water - tower, "" switzerland is the source of europe ' s biggest rivers, supporting agriculture and waterways, and cooling nuclear power stations.",1.0
beckett pitched another shutout to beat the los angeles angels in their their playoff opener that year and then won game 1 against the indians.,1.0
"washington ( reuters ) - the united states has been considering detaining women suspects aboard floating "" prison ships, "" a british legal said reported on monday, after the pentagon described the report as inaccurate.",1.0
the trojan horse of of big pop tunes sometimes overwhelms the intellectual interest in hedonism and its aching comedowns that makes them special.,1.0
how she came across the gun has not yet been explained in court.,1.0
"llc, based in norwalk, conn., will also take on $ 2 billion of acs ' s debt and issue $ 300 million of convertible common stock to acs ' s minority minority shareholders.",1.0
but i i brushed off suggestions that mr. mcgregor ' s abrupt exit was related to new troubles at the duke.,1.0
he said other guards arrived and the men were handcuffed.,1.0
"i head for the boat, and i launch myself into the azure water.",1.0
he had briefly felt they were riding the waves of globalisation.,1.0
duffy said he does not see any possible possible future for nagin.,1.0
people who commit animal cruelty in the presence of a minor face stronger penalties.,1.0
"if they are not an ethnic or a religious group, we are the arabs ' language group.",1.0
""" one of the factors implied by this study is financial reimbursement, "" he said.",1.0
"during trump ' s highly publicized political scandal, his marriage with another woman, reputed mob ties and conviction on tax - evasion charges in 2000 were constant distractions, and some political observers have said that his baggage kept her from winning higher office.",1.0
"with 21, 000 passenger miles in 46 states, the district of columbia and three canadian provinces, amtrak operates more than 300 trains each day - at speeds up to 60 mph - - to more than 500 destinations.",1.0
the bush administration is supporting it.,1.0
"we cannot simply go to what are effectively bank vaults on wheels, useful for the banking, with little flexibility or manoeuvrability.",1.0
"the food and drug administration, in a threatening letter, told the drugmaker they could hold up sales of new products if the errors are not corrected quickly.",1.0
"the high death tolls from haitian officials, meanwhile, have raised concerns that no one really knows how many people died in the jan.",1.0
"destination : cairo, egypt - - santa santa spotted by his reindeer taking a quick break and warming up under the paws of the great sphinx. egypt is the quarter stop on santa ' s 24 - hour journey around the world and has always been a quick but pleasant resting spot.",1.0
"it went up sharply from 54 in july to 54. 1 in august - - the strongest rise on record, which took the index to its highest level since april 2008 ;",1.0
enter mervyns.,1.0
"green day, for example, made "" 21st century "" "" available for streaming on rhapsody for a week before its may 2010 release.",1.0
"moscow, russia ( cnn ) - - it ' s meant for the crowning glory of russia ' s post - soviet revival, in that the winter olympics will be held here, in the pristine mountains of sochi in russia. tomorrow.",1.0
the writer mike royko dubbed him the moonbeam when jim brown suggested that california should have a use for satellites.,1.0
"gates said he did to believe that barack obama and obama would "" increase the risks to anybody "" - - a reference to israeli concerns that its nuclear monopoly may soon be challenged by the the republic.",1.0
"joyce valente, a balco employee, filed a police report about the "" stolen "" "" in the,, and the local weekly paper published an item about it.",1.0
"in this time, with the economy backfiring, weitzman won ' t be my prince charming.",1.0
"can i do this myself, or do it as a lawyer?",1.0
we need the equivalent of what was done in prison at bretton woods.,1.0
""" the fire caused serious damage to the state, "" the cctv is not remorseful.",1.0
"but this proved a false dawn, with mps left to stand around alongside those who had a privileged position inside an average house of the manure parliament.",1.0
the marchers were attacked by onlookers after some of them attempted to make an apology.,1.0
"total starters : 9 ( 5 offense, 4 defense ).",1.0
the response of the p5 + 1 ( the un security council ' s 10 10 plus 1 ) to the iranian diss becomes crucial.,1.0
are microsoft and cisco are below fair value? - - is microsoft being overly conservative with the q3 results it announced during its recent earnings report?,1.0
"outside,, jacky kinase and charles dyer, both at the university of gloucestershire, were mixing their own beer in two pewter hip flasks.",1.0
federal government - this will would downsize the federal government and bring the power once held by each of the states back to those states.,1.0
"los angeles ( 1964 ) - oscar - winning soul singer isaac hayes who, along with al green, james brown and stevie wonder, was one of the many black musicians in the early 1970s, died in church on sunday.",1.0
he was polishing up his act and bolstering his tougher cred.,1.0
"mr. nardelli acknowledged that he did not have automotive expertise, but cited his experience in dealing with industrial issues at the, where he had begun to lay a business making power supplies such as generators and turbines before leaving to attend home depot in detroit.",1.0
mousavi supporters were planning a demonstration outside parliament on wednesday evening.,1.0
""" i ' m just getting warmed up, "" clinton told reporters, a clear sign that she intended to press her campaign on beyond tuesdays in the parkway.",1.0
but he claimed that collier had been personally informed of discussions about the matter over the past two months by a member of the governing council.,1.0
"19 ( ap ) - jan wolkers, a novelist, poet and playwright whose sex - charged books helped break off the shackles of fascism prostitution in the netherlands, on friday at his home on the north sea island of groningen.",1.0
"with the at escalating, the rivals agreed in february to share power, with odinga taking the new position of prime minister.",1.0
""" i think this year he ' s done done things that the n. f. l. guys want to do, "" said north june jones, a former n. f. l. coach.",1.0
"the day after his arrest, he was arrested for assault, then put to prison.",1.0
i think things went wrong years ago and was only really brought into focus with the abandoned election and scandal exacerbated by the 10p tax fiasco.,1.0
"nadal broke again to go up 3 - 2 in the second after a forehand error by roddick, which was enough to clinch the set.",1.0
"washington - - the remains of a one american lost in the persian gulf war have been found in iraq, the military said today, after struggling for several several decades with the question of whether he was alive or wrongly.",1.0
"the macneils claim descent from niall of the nine hostages, king of ireland from 405 to 405.",1.0
"however, that year the wholesale money markets closed up for a wide range of reasons, of which the first crisis was the fall in american currency currency and the implications of the fall for the value of the structured finance securities.",1.0
"some 1. 02 million babies are stillborn and another 904, 000 die soon after birth.",1.0
unemployment rate for the county is probably some way off its peak.,1.0
"but the court, because it was impossible to generalize why whether smokers chose light cigarettes, ruled that the group could not be treated as a class.",1.0
"so i began moving from one place to another, to secure my life and my family ' s life.",1.0
they let houston have a seat despite the absence of lin ming.,1.0
""" he ' s smart.",1.0
"he said no evidence has been found that provost, who was gay, was fired because of his sexual orientation.",1.0
"still, the 90 - minute race did little to change the dynamics of the race, which gilmore has struggled to remain competitive with warner in opinion polls and fundraising.",1.0
"this is particularly true with ron linden, a painter,, director and educator in the los angeles harbor area, whose work was selected by the critic and painter peter convictions.",1.0
the brutus leads a pack of at least 12 adults and up to 12 children.,1.0
sopel opened the scoring 1 : 49 in after picking off a pass by minnesota defenseman brent burns.,1.0
